User3,Brand1,Category2,2021-08-01T01:18:12.000+08:00,1627780692000
User3,Brand1,Category2,2021-08-01T02:05:37.000+08:00,1627783537000
User3,Brand1,Category2,2021-08-01T02:27:12.000+08:00,1627784832000
User3,Brand1,Category2,2021-08-01T05:04:10.000+08:00,1627794250000
User3,Brand1,Category2,2021-08-01T08:59:56.000+08:00,1627808396000
User3,Brand1,Category2,2021-08-01T21:18:55.000+08:00,1627852735000
User3,Brand1,Category2,2021-08-01T23:05:59.000+08:00,1627859159000
User3,Brand1,Category2,2021-08-01T23:49:55.000+08:00,1627861795000
User3,Brand1,Category2,2021-08-02T04:09:52.000+08:00,1627877392000
User3,Brand1,Category2,2021-08-02T13:03:58.000+08:00,1627909438000
User3,Brand1,Category2,2021-08-02T15:20:48.000+08:00,1627917648000
User3,Brand1,Category2,2021-08-02T17:16:30.000+08:00,1627924590000
User2,Brand2,Category2,2021-08-01T03:37:33.000+08:00,1627789053000
User2,Brand2,Category2,2021-08-01T09:31:25.000+08:00,1627810285000
User2,Brand2,Category2,2021-08-01T18:31:09.000+08:00,1627842669000
User2,Brand2,Category2,2021-08-01T18:36:12.000+08:00,1627842972000
User2,Brand2,Category2,2021-08-02T02:25:10.000+08:00,1627871110000
User2,Brand2,Category2,2021-08-02T04:48:48.000+08:00,1627879728000
User2,Brand2,Category2,2021-08-02T18:32:49.000+08:00,1627929169000
User2,Brand2,Category2,2021-08-02T22:06:32.000+08:00,1627941992000
User2,Brand1,Category1,2021-08-01T13:37:03.000+08:00,1627825023000
User2,Brand1,Category1,2021-08-01T23:53:37.000+08:00,1627862017000
User2,Brand1,Category1,2021-08-02T02:13:59.000+08:00,1627870439000
User2,Brand1,Category1,2021-08-02T03:42:18.000+08:00,1627875738000
User2,Brand1,Category1,2021-08-02T05:43:28.000+08:00,1627883008000
User2,Brand1,Category1,2021-08-02T12:04:36.000+08:00,1627905876000
User2,Brand1,Category1,2021-08-02T17:09:03.000+08:00,1627924143000
User2,Brand1,Category1,2021-08-02T22:02:43.000+08:00,1627941763000
User2,Brand1,Category1,2021-08-02T22:59:28.000+08:00,1627945168000
User1,Brand2,Category1,2021-08-01T06:01:10.000+08:00,1627797670000
User1,Brand2,Category1,2021-08-01T15:32:31.000+08:00,1627831951000
User1,Brand2,Category1,2021-08-02T12:27:50.000+08:00,1627907270000
User1,Brand2,Category1,2021-08-02T16:18:32.000+08:00,1627921112000
User1,Brand2,Category1,2021-08-02T16:40:20.000+08:00,1627922420000
