User2,Brand2,Category1,2021-08-01T08:20:37.000+08:00,1627806037000
User2,Brand2,Category1,2021-08-01T09:02:26.000+08:00,1627808546000
User2,Brand2,Category1,2021-08-01T10:28:07.000+08:00,1627813687000
User2,Brand2,Category1,2021-08-01T11:10:57.000+08:00,1627816257000
User2,Brand2,Category1,2021-08-01T12:50:25.000+08:00,1627822225000
User2,Brand2,Category1,2021-08-01T14:33:53.000+08:00,1627828433000
User2,Brand2,Category1,2021-08-01T16:41:42.000+08:00,1627836102000
User2,Brand2,Category1,2021-08-01T18:18:22.000+08:00,1627841902000
User2,Brand2,Category1,2021-08-01T22:33:48.000+08:00,1627857228000
User2,Brand2,Category1,2021-08-01T22:54:52.000+08:00,1627858492000
User2,Brand2,Category1,2021-08-02T15:36:23.000+08:00,1627918583000
User2,Brand2,Category1,2021-08-02T18:04:38.000+08:00,1627927478000
User2,Brand2,Category1,2021-08-02T18:19:23.000+08:00,1627928363000
User3,Brand1,Category1,2021-08-01T05:39:24.000+08:00,1627796364000
User3,Brand1,Category1,2021-08-01T13:41:42.000+08:00,1627825302000
User3,Brand1,Category1,2021-08-01T13:51:37.000+08:00,1627825897000
User3,Brand1,Category1,2021-08-01T14:54:36.000+08:00,1627829676000
User3,Brand1,Category1,2021-08-01T19:16:24.000+08:00,1627845384000
User3,Brand1,Category1,2021-08-01T20:49:43.000+08:00,1627850983000
User3,Brand1,Category1,2021-08-01T21:47:27.000+08:00,1627854447000
User3,Brand1,Category1,2021-08-02T02:50:37.000+08:00,1627872637000
User3,Brand1,Category1,2021-08-02T22:48:02.000+08:00,1627944482000
User3,Brand2,Category2,2021-08-01T06:21:56.000+08:00,1627798916000
User3,Brand2,Category2,2021-08-01T07:08:58.000+08:00,1627801738000
User3,Brand2,Category2,2021-08-01T23:01:43.000+08:00,1627858903000
User3,Brand2,Category2,2021-08-01T23:14:50.000+08:00,1627859690000
User3,Brand2,Category2,2021-08-02T03:45:18.000+08:00,1627875918000
User3,Brand2,Category2,2021-08-02T21:36:56.000+08:00,1627940216000
